Date,Open,High,Low,Close,period,rolling_volatility,volatility_regime,ma_20,ma_50,trend_ma,trend_regime,trend_volatility_regime
2008-01-17,5937.9501953125,6013.14990234375,5880.2998046875,5913.2001953125,development,0.21110084020864067,,6098.79501953125,5931.395009765625,6098.79501953125,downtrend,
2008-01-18,5907.75,5908.75,5677.0,5705.2998046875,development,0.24808031805799946,,6096.502514648438,5929.771005859375,6096.502514648438,downtrend,
2008-01-21,5705.0,5705.0,4977.10009765625,5208.7998046875,development,0.3948211335081815,,6068.617504882813,5918.3,6068.617504882813,downtrend,
2008-01-22,5203.35009765625,5203.35009765625,4448.5,4899.2998046875,development,0.4062722679539669,,6014.327490234375,5902.31099609375,6014.327490234375,downtrend,
2008-01-23,4903.0498046875,5328.0498046875,4891.60009765625,5203.39990234375,development,0.47342765079160787,,5970.959985351563,5894.0369921875,5970.959985351563,downtrend,
2008-01-24,5208.0,5357.2001953125,4995.7998046875,5033.4501953125,development,0.48045334482526025,,5918.5574951171875,5880.797998046875,5918.5574951171875,downtrend,
2008-01-25,5035.0498046875,5399.25,5035.0498046875,5383.35009765625,development,0.5552499730723686,,5883.739990234375,5869.707001953125,5883.739990234375,downtrend,
2008-01-28,5380.9501953125,5380.9501953125,5071.0,5274.10009765625,development,0.554587409854174,,5840.514990234375,5856.947001953125,5840.514990234375,downtrend,
2008-01-29,5279.5498046875,5391.60009765625,5225.25,5280.7998046875,development,0.5546518101007385,,5797.337475585938,5844.42599609375,5797.337475585938,downtrend,
2008-01-30,5283.75,5314.2998046875,5142.25,5167.60009765625,development,0.5547990029312337,,5746.747485351562,5829.625,5746.747485351562,downtrend,
2008-01-31,5172.25,5251.64990234375,5071.14990234375,5137.4501953125,development,0.5540530023546613,,5694.6925048828125,5816.756005859375,5694.6925048828125,downtrend,
2008-02-01,5140.60009765625,5339.9501953125,5090.75,5317.25,development,0.5694141531305018,,5646.840014648437,5811.880009765625,5646.840014648437,downtrend,
2008-02-04,5315.5498046875,5545.2001953125,5315.5498046875,5463.5,development,0.582404025948087,,5606.060009765625,5810.7630078125,5606.060009765625,downtrend,
2008-02-05,5463.75,5500.60009765625,5412.9501953125,5483.89990234375,development,0.5828726112229269,,5565.8625,5808.26900390625,5565.8625,downtrend,
2008-02-06,5470.39990234375,5470.39990234375,5257.0498046875,5322.5498046875,development,0.5884323751183931,,5518.389990234375,5800.08599609375,5518.389990234375,downtrend,
2008-02-07,5322.5498046875,5344.60009765625,5113.85009765625,5133.25,development,0.5957643744889749,,5467.20498046875,5788.787998046875,5467.20498046875,downtrend,
2008-02-08,5132.10009765625,5173.85009765625,5034.25,5120.35009765625,development,0.5934568268432759,,5413.21748046875,5778.84400390625,5413.21748046875,downtrend,
2008-02-11,5120.5498046875,5126.39990234375,4803.60009765625,4857.0,development,0.6108156030457508,,5345.727490234375,5763.292001953125,5345.727490234375,downtrend,
2008-02-12,4877.85009765625,4949.60009765625,4820.4501953125,4838.25,development,0.6102211154389399,,5283.927490234375,5744.802001953125,5283.927490234375,downtrend,
2008-02-13,4836.5498046875,4986.5498046875,4836.5498046875,4929.4501953125,development,0.6170535477483925,,5233.6125,5726.091005859375,5233.6125,downtrend,
2008-02-14,4944.64990234375,5220.25,4944.64990234375,5202.0,development,0.6573843435956213,,5198.052490234375,5712.96400390625,5198.052490234375,uptrend,
2008-02-15,5202.85009765625,5315.39990234375,5104.75,5302.89990234375,development,0.6533261743761507,,5177.9324951171875,5700.222001953125,5177.9324951171875,uptrend,
2008-02-18,5304.4501953125,5348.60009765625,5224.0,5276.89990234375,development,0.573085444238507,,5181.3375,5686.66599609375,5181.3375,uptrend,
2008-02-19,5278.39990234375,5368.4501953125,5262.0,5280.7998046875,development,0.5264883595768131,,5200.4125,5672.79599609375,5200.4125,uptrend,
2008-02-20,5267.14990234375,5267.14990234375,5116.2998046875,5154.4501953125,development,0.4883903292576564,,5197.965014648437,5656.672998046875,5197.965014648437,downtrend,
2008-02-21,5156.89990234375,5241.35009765625,5120.0498046875,5191.7998046875,development,0.4733349318252406,,5205.882495117187,5638.563994140625,5205.882495117187,downtrend,
2008-02-22,5183.39990234375,5184.0,5092.7998046875,5110.75,development,0.403514927878314,,5192.252490234375,5617.592998046875,5192.252490234375,downtrend,
2008-02-25,5112.25,5212.35009765625,5055.14990234375,5200.7001953125,development,0.40350773300719933,,5188.582495117187,5600.445,5188.582495117187,uptrend,
2008-02-26,5200.7998046875,5281.2001953125,5200.7998046875,5270.0498046875,development,0.4064295231499798,,5188.044995117188,5584.8919921875,5188.044995117188,uptrend,
2008-02-27,5271.39990234375,5368.14990234375,5249.75,5268.39990234375,development,0.39834473191248365,,5193.084985351563,5574.719990234375,5193.084985351563,uptrend,
2008-02-28,5266.35009765625,5302.85009765625,5227.14990234375,5285.10009765625,development,0.3974975008941846,,5200.46748046875,5565.57599609375,5200.46748046875,uptrend,
2008-02-29,5285.0,5290.7998046875,5098.35009765625,5223.5,development,0.37979024727183325,,5195.77998046875,5555.022998046875,5195.77998046875,uptrend,
2008-03-03,5222.7998046875,5222.7998046875,4936.0498046875,4953.0,development,0.4053493340187628,,5170.25498046875,5538.752998046875,5170.25498046875,downtrend,
2008-03-04,4958.5498046875,4976.7001953125,4812.9501953125,4864.25,development,0.4067423450601275,,5139.272485351563,5516.33599609375,5139.272485351563,downtrend,
2008-03-05,4866.85009765625,4936.75,4847.25,4921.39990234375,development,0.4010612716089404,,5119.214990234375,5493.348994140625,5119.214990234375,downtrend,
2008-03-07,4918.2998046875,4918.2998046875,4672.25,4771.60009765625,development,0.39602351635280514,,5101.132495117187,5467.15099609375,5101.132495117187,downtrend,
2008-03-10,4767.7998046875,4814.9501953125,4620.5,4800.39990234375,development,0.3974229734446944,,5085.134985351562,5441.564990234375,5085.134985351562,downtrend,
2008-03-11,4796.2998046875,4888.5,4732.85009765625,4865.89990234375,development,0.3571622419300297,,5085.57998046875,5416.110986328125,5085.57998046875,downtrend,
2008-03-12,4869.75,5019.2001953125,4854.75,4872.0,development,0.356827190280752,,5087.26748046875,5390.663984375,5087.26748046875,downtrend,
2008-03-13,4868.7001953125,4868.7998046875,4580.14990234375,4623.60009765625,development,0.39363104366601664,,5071.9749755859375,5359.54798828125,5071.9749755859375,downtrend,
2008-03-14,4623.7998046875,4758.9501953125,4607.5498046875,4745.7998046875,development,0.3476911677740101,,5049.164965820312,5330.89298828125,5049.164965820312,downtrend,
2008-03-17,4745.4501953125,4745.4501953125,4482.10009765625,4503.10009765625,development,0.3730329129064411,,5009.174975585937,5295.468994140625,5009.174975585937,downtrend,
2008-03-18,4519.89990234375,4617.9501953125,4468.5498046875,4533.0,development,0.37648629914765863,,4971.97998046875,5260.5469921875,4971.97998046875,downtrend,
2008-03-19,4534.75,4718.39990234375,4533.89990234375,4573.9501953125,development,0.3799696187646722,,4936.6375,5226.268994140625,4936.6375,downtrend,
2008-03-24,4576.7998046875,4649.4501953125,4539.7998046875,4609.85009765625,development,0.37779916874636144,,4909.407495117188,5193.02599609375,4909.407495117188,downtrend,
2008-03-25,4616.7998046875,4896.7998046875,4616.7998046875,4877.5,development,0.43837012727391783,,4893.6925048828125,5167.4369921875,4893.6925048828125,downtrend,
2008-03-26,4878.7001953125,4912.2998046875,4808.64990234375,4828.85009765625,development,0.43663031308078804,,4879.597509765625,5140.0119921875,4879.597509765625,downtrend,
2008-03-27,4828.7998046875,4863.75,4769.60009765625,4830.25,development,0.4303551414879221,,4861.075,5112.48099609375,4861.075,downtrend,
2008-03-28,4830.0,4970.7998046875,4796.35009765625,4942.0,development,0.4367492005003937,,4844.672509765625,5089.83599609375,4844.672509765625,uptrend,
2008-03-31,4942.14990234375,4947.0,4703.85009765625,4734.5,development,0.45807480862899486,,4817.977514648437,5065.81099609375,4817.977514648437,downtrend,
2008-04-01,4735.64990234375,4800.75,4628.75,4739.5498046875,development,0.45764219353899577,,4790.7,5042.33798828125,4790.7,downtrend,
2008-04-02,4741.39990234375,4916.75,4741.39990234375,4754.2001953125,development,0.45780627842072963,,4767.235009765625,5023.31599609375,4767.235009765625,downtrend,
2008-04-03,4753.89990234375,4833.25,4738.2001953125,4771.60009765625,development,0.42246688341800537,,4758.165014648437,5014.572001953125,4758.165014648437,uptrend,
2008-04-04,4766.7001953125,4791.7001953125,4632.7001953125,4647.0,development,0.42765370176481254,,4747.302514648438,5009.526005859375,4747.302514648438,downtrend,
2008-04-07,4631.35009765625,4798.5498046875,4628.7998046875,4761.2001953125,development,0.4354493724025308,,4739.292529296875,5000.68201171875,4739.292529296875,uptrend,
2008-04-08,4760.64990234375,4769.5498046875,4677.7998046875,4709.64990234375,development,0.423439001710103,,4736.19501953125,4994.206005859375,4736.19501953125,downtrend,
2008-04-09,4707.0498046875,4758.25,4667.5,4747.0498046875,development,0.4238717163469421,,4733.527514648437,4981.48,4733.527514648437,uptrend,
2008-04-10,4747.5498046875,4799.5,4720.89990234375,4733.0,development,0.4207556626113161,,4726.88251953125,4970.657998046875,4726.88251953125,uptrend,
2008-04-11,4734.35009765625,4817.39990234375,4727.25,4777.7998046875,development,0.42235809404632557,,4722.172509765625,4960.597998046875,4722.172509765625,uptrend,
2008-04-15,4779.9501953125,4917.10009765625,4708.2998046875,4879.64990234375,development,0.38430706561263855,,4734.975,4954.838994140625,4734.975,uptrend,
2008-04-16,4881.64990234375,4951.39990234375,4874.0498046875,4887.2998046875,development,0.3741841260177135,,4742.05,4949.835986328125,4742.05,uptrend,
2008-04-17,4890.60009765625,4984.9501953125,4889.64990234375,4958.39990234375,development,0.31976545437021536,,4764.814990234375,4942.658984375,4764.814990234375,uptrend,
2008-04-21,4955.89990234375,5053.39990234375,4955.89990234375,5037.0,development,0.32204858354125254,,4790.014990234375,4934.128984375,4790.014990234375,uptrend,
2008-04-22,5037.0498046875,5074.25,4994.0498046875,5049.2998046875,development,0.3219337071492957,,4813.782470703125,4925.436982421875,4813.782470703125,uptrend,
2008-04-23,5044.35009765625,5083.5,5003.5498046875,5022.7998046875,development,0.32382867282066014,,4834.429956054688,4919.441982421875,4834.429956054688,uptrend,
2008-04-24,5022.89990234375,5072.7001953125,4991.35009765625,4999.85009765625,development,0.2555352814727391,,4840.5474609375,4916.773984375,4840.5474609375,uptrend,
2008-04-25,4999.14990234375,5117.7001953125,4999.14990234375,5111.7001953125,development,0.2622069442454594,,4854.689965820313,4916.600986328125,4854.689965820313,uptrend,
2008-04-28,5112.5,5147.4501953125,5079.14990234375,5089.64990234375,development,0.26334032841809746,,4867.6599609375,4921.253984375,4867.6599609375,uptrend,
2008-04-29,5092.39990234375,5210.89990234375,5082.14990234375,5195.5,development,0.261060562793664,,4880.3349609375,4928.398984375,4880.3349609375,uptrend,
2008-04-30,5198.35009765625,5230.75,5155.85009765625,5165.89990234375,development,0.20443240176409377,,4901.904956054687,4933.127978515625,4901.904956054687,uptrend,
2008-05-02,5265.2998046875,5298.85009765625,5197.60009765625,5228.2001953125,development,0.2057406421523207,,4926.337475585938,4933.651982421875,4926.337475585938,uptrend,
2008-05-05,5227.25,5254.5,5182.60009765625,5192.25,development,0.20996464334317916,,4948.239965820312,4931.438984375,4948.239965820312,uptrend,
2008-05-06,5192.35009765625,5206.5,5110.89990234375,5144.64990234375,development,0.21550895230186654,,4966.8924560546875,4928.793984375,4966.8924560546875,uptrend,
2008-05-07,5156.7001953125,5159.0498046875,5101.25,5135.5,development,0.1859004832193027,,4991.317456054688,4925.88798828125,4991.317456054688,uptrend,
2008-05-08,5135.7998046875,5143.0498046875,5062.4501953125,5081.7001953125,development,0.17862909470768842,,5007.342456054687,4924.43298828125,5007.342456054687,uptrend,
2008-05-09,5070.85009765625,5087.64990234375,4969.39990234375,4982.60009765625,development,0.19003192935471558,,5020.989965820312,4920.248994140625,5020.989965820312,downtrend,
2008-05-12,4981.0,5021.75,4913.7998046875,5012.64990234375,development,0.1894784988988806,,5034.269970703125,4918.2869921875,5034.269970703125,downtrend,
2008-05-13,5008.60009765625,5066.0,4943.75,4957.7998046875,development,0.19473873155916277,,5045.5099609375,4913.428984375,5045.5099609375,downtrend,
2008-05-14,4958.4501953125,5026.10009765625,4932.0498046875,5011.75,development,0.19548440362447833,,5057.207470703125,4908.26298828125,5057.207470703125,downtrend,
2008-05-15,5010.89990234375,5118.5498046875,4999.60009765625,5115.25,development,0.19464514692790394,,5068.987475585937,4905.199990234375,5068.987475585937,uptrend,
2008-05-16,5115.64990234375,5167.39990234375,5106.39990234375,5157.7001953125,development,0.19571244497161994,,5082.507495117187,4902.6519921875,5082.507495117187,uptrend,
2008-05-20,5157.0,5160.0498046875,5072.39990234375,5104.9501953125,development,0.19569309035661733,,5089.835009765625,4900.28099609375,5089.835009765625,uptrend,
2008-05-21,5105.7001953125,5135.5498046875,5048.7001953125,5117.64990234375,development,0.18833156088371786,,5093.867504882813,4903.573994140625,5093.867504882813,uptrend,
2008-05-22,5117.0,5118.89990234375,5010.7001953125,5025.4501953125,development,0.19971072301622228,,5092.675024414062,4906.797998046875,5092.675024414062,downtrend,
2008-05-23,5026.5498046875,5059.0498046875,4940.7001953125,4946.5498046875,development,0.2065697466627766,,5088.862524414062,4907.30099609375,5088.862524414062,downtrend,
2008-05-26,4953.60009765625,4953.60009765625,4858.0,4875.0498046875,development,0.2119457997072033,,5082.622509765625,4909.369990234375,5082.622509765625,downtrend,
2008-05-27,4877.14990234375,4932.0,4846.2001953125,4859.7998046875,development,0.19283385494024405,,5070.027490234375,4910.55798828125,5070.027490234375,downtrend,
2008-05-28,4862.7001953125,4926.89990234375,4835.64990234375,4918.35009765625,development,0.1993755630364094,,5061.4625,4911.6069921875,5061.4625,downtrend,
2008-05-29,4926.2998046875,4957.39990234375,4801.89990234375,4835.2998046875,development,0.18766791647676873,,5043.452490234375,4910.87298828125,5043.452490234375,downtrend,
2008-05-30,4844.0498046875,4908.85009765625,4833.4501953125,4870.10009765625,development,0.19123115930773416,,5028.6625,4915.80298828125,5028.6625,downtrend,
2008-06-02,4869.25,4908.7998046875,4713.0,4739.60009765625,development,0.20049765184770935,,5004.232495117188,4915.678994140625,5004.232495117188,downtrend,
2008-06-03,4739.2998046875,4739.2998046875,4634.0,4715.89990234375,development,0.20035273231223877,,4980.414990234375,4919.934990234375,4980.414990234375,downtrend,
2008-06-04,4718.7001953125,4731.5,4564.5,4585.60009765625,development,0.21589867120797943,,4952.4625,4920.9869921875,4952.4625,downtrend,
2008-06-05,4586.9501953125,4690.60009765625,4536.25,4676.9501953125,development,0.2340341872042578,,4929.535009765625,4923.0469921875,4929.535009765625,downtrend,
2008-06-06,4680.5498046875,4746.2998046875,4614.25,4627.7998046875,development,0.23404527942904818,,4906.839990234375,4923.405986328125,4906.839990234375,downtrend,
2008-06-09,4626.4501953125,4626.4501953125,4411.60009765625,4500.9501953125,development,0.24227919414345886,,4882.757495117187,4915.874990234375,4882.757495117187,downtrend,
2008-06-10,4522.0,4522.5498046875,4369.7998046875,4449.7998046875,development,0.23966792705410392,,4854.614990234375,4908.293984375,4854.614990234375,downtrend,
2008-06-11,4469.64990234375,4541.0498046875,4468.0498046875,4523.60009765625,development,0.2515048092573748,,4832.905004882812,4902.160986328125,4832.905004882812,downtrend,
2008-06-12,4524.39990234375,4550.0,4392.0,4539.35009765625,development,0.24684922802045142,,4809.285009765625,4894.10798828125,4809.285009765625,downtrend,
2008-06-13,4539.5,4563.35009765625,4491.35009765625,4517.10009765625,development,0.2278042756198474,,4779.377514648438,4889.759990234375,4779.377514648438,downtrend,
2008-06-16,4536.2998046875,4617.7001953125,4536.2998046875,4572.5,development,0.2315332963714688,,4750.117504882813,4886.418994140625,4750.117504882813,downtrend,
2008-06-17,4572.5,4664.0498046875,4561.75,4653.0,development,0.24530564319441697,,4727.519995117187,4884.394990234375,4727.519995117187,downtrend,
2008-06-18,4652.7998046875,4679.75,4569.89990234375,4582.39990234375,development,0.246630136564134,,4700.757495117187,4880.610986328125,4700.757495117187,downtrend,
2008-06-19,4582.5498046875,4585.7001953125,4488.9501953125,4504.25,development,0.24600016228390234,,4674.697485351562,4877.755986328125,4674.697485351562,downtrend,
2008-06-20,4504.2001953125,4532.0,4333.60009765625,4347.5498046875,development,0.26523742960549757,,4644.747485351562,4869.482978515625,4644.747485351562,downtrend,
